,x1,x2,y
0,9.637764578648461,-4.093470270969376,2
1,9.821867771202664,-3.843313191361943,2
2,13.092857487703046,-12.570652094083144,1
3,8.694008656815402,-3.6402617765389715,2
4,12.116483230653113,-6.073775145570137,1
5,6.53407923787882,5.273792732149561,0
6,8.56616985796072,-9.546208565727357,1
7,7.414102917503618,3.7781496918919784,0
8,5.93355324000663,-12.332299488424335,1
9,8.95449110389146,-8.826273271505048,1
10,10.50012079458171,-10.873453127588377,1
11,10.69065932492025,-4.65453469865061,2
12,4.596217575289825,-9.861019462702238,1
13,10.058213061895687,-4.162483653128608,2
14,6.014517635853339,3.0251843704201913,0
15,9.197893256143503,-4.615171582307028,2
16,5.62063290329275,5.494165603482973,0
17,4.28060689180448,4.420302734507041,0
18,12.677108307464085,-9.775737325093685,1
19,9.111835216892816,-4.826977757817328,2
20,9.467184172110377,-3.147182258649879,2
21,14.248267254784448,-5.180101186155088,1
22,7.660827783780971,-5.0775701233786386,1
23,7.45558530112806,5.505676860321129,0
24,3.8632482495406277,2.4403928338883656,0
25,8.538543120278208,-3.780027268554503,2
26,5.311211824966064,4.214442334223887,0
27,9.702115982480988,-4.648962342383132,2
28,9.948278002729532,-3.794960697860491,2
29,10.128616117367116,-3.9271574379299734,2
30,9.228446420191696,-4.081212225801911,2
31,6.651138839170189,-4.143374058096551,1
32,3.393926935509096,3.9928916357802677,0
33,5.093830545881226,5.242331682088012,0
34,8.857126063585596,-4.648853664949186,2
35,10.325516926789325,-3.7416438935787943,2
36,5.530796803650104,5.664176171691072,0
37,5.735945336187317,2.9289624966773715,0
38,9.348073527190266,-11.644619968328907,1
39,10.12226625232267,-4.838953365153182,2
40,6.611291183131922,-7.652196906242004,1
41,8.909425690235533,-5.155798987670084,1
42,10.364155041174023,-6.76672451985733,1
43,5.399414054754232,4.933495156419255,0
44,6.559962960473785,1.4091008521078625,0
45,5.774800924631744,3.3048414026636923,0
46,3.4336949308842666,4.172554011068449,0
47,4.576536809619325,3.1527501246125693,0
48,5.233366300839789,4.354458066659727,0
49,6.605084114877199,4.255518370790272,0
50,5.210876511064184,3.8428472077125244,0
51,7.232394568468907,-11.976769018032552,1
52,11.924404876538702,-11.295550068273993,1
53,5.583184187120247,2.8975589226584777,0
54,7.337022272491544,2.8235614242533806,0
55,5.841442032900525,-5.841781981986951,1
56,7.062771472257727,1.788994214877032,0
57,9.385895751487947,-3.6920604235159145,2
58,6.161859396973387,4.591701020480787,0
59,5.905795439561049,4.678547285400694,0
60,4.946103231280156,2.960728219359049,0
61,5.069229375332393,4.924026549885654,0
62,5.042488617009723,4.315459784638364,0
63,7.493420681523504,-12.158439931736691,1
64,7.797478497848083,-9.407458060186883,1
65,11.535467539245005,-5.3431500934323255,1
66,9.906813523311769,-5.048087688552492,2
67,9.641535631522173,-4.954414906334987,2
68,5.039720233692599,4.046456880857482,0
69,11.430606105866369,-10.783660642417255,1
70,9.53241728076627,-3.4109637745127794,2
71,6.146127270401737,2.573811043475485,0
72,4.809977157268962,3.300692380636468,0
73,9.179377094329775,-6.495398532176581,1
74,9.911404495648844,-3.366469747426145,2
75,9.430448125210338,-4.203508686834654,2
76,9.887181889211526,-5.159781523253553,2
77,5.550281163935666,-11.633745602741083,1
78,9.028928464435726,-3.6125338935288855,2
79,9.367786138588974,-3.573059894119183,2
80,6.93454144095522,-6.797466478883903,1
81,9.182601779220956,-4.540516916084856,2
82,5.649039554778441,4.227766022367658,0
83,9.681071202083347,-4.152479572432944,2
84,8.99863455122455,-4.304343280151675,2
85,6.851048161498403,-6.01736764483352,1
86,9.113841427633812,-4.268430319591672,2
87,5.556536947734359,1.818776624419531,0
88,10.639758520698546,-3.1452249149435407,2
89,8.952448721558552,-5.465030846132952,1
90,8.977390266351424,-4.186170610789651,2
91,3.993774609443244,3.4473031937718996,0
92,9.620885654286553,-3.7664924819208725,2
93,4.4510331712379605,-9.893186093850913,1
94,7.61606528465212,-7.544556053461001,1
95,4.994418888089306,2.8585814349490395,0
96,9.382353885875197,-11.35992499643645,1
97,8.63782575376756,-6.1388974595783345,1
98,10.596276056805246,-10.484987156097272,1
99,10.839939949552296,-11.153197469829497,1
100,9.592679379088649,-4.266811913132863,2
101,12.599434809653086,-12.05487139035405,1
102,9.088014856103657,-4.780032847539057,2
103,5.048765394026364,3.9484596043902926,0
104,8.56574405596165,-11.155155411104776,1
105,7.844046740792772,-12.638912421831082,1
106,4.995522707413108,-12.189773698672415,1
107,5.331964402966891,2.5453786917354204,0
108,9.687639170684449,-4.236828205350373,2
109,3.4937046533061045,6.737425608240255,0
110,10.354303122421385,-7.38539919878821,1
111,9.238156113135831,-4.210571264937197,2
112,8.553827657639399,-9.533012747335805,1
113,5.298935333999781,3.5379767988842916,0
114,6.692082967932898,3.1262353408932255,0
115,9.10685661016946,-3.905248666432331,2
116,10.296252483619043,-3.9630199391471734,2
117,5.215026304507049,3.901930942913083,0
118,6.21241050675275,3.1687089581386587,0
119,9.662137637258903,-4.170530399765039,2
120,9.758918837483813,-4.556987694671143,2
121,6.461141370585736,-11.486910691559945,1
122,9.885935307061915,-3.7448001842960594,2
123,12.67839174461227,-8.85502623647452,1
124,4.6838181485212536,4.994642605519496,0
125,6.296143429206786,3.6053531282971085,0
126,6.406561780786074,4.702528119673423,0
127,5.169627868662392,3.9350728946277527,0
128,4.587279934360405,5.236774109782411,0
129,5.903660444177605,3.3760676581463773,0
130,9.482210618823164,-10.698567373144874,1
131,6.932205117238109,-10.771870833042158,1
132,16.42715721922366,-6.719819324313889,1
133,7.494182113713861,-9.832984639948071,1
134,11.933132341001237,-9.422238800986651,1
135,4.312229216819026,3.5864216534805307,0
136,6.179091950906994,-7.323517584434687,1
137,8.752667552253776,-4.396146568757037,2
138,11.55326179534471,-5.404150931428504,1
139,11.520514682546063,-11.163581244770938,1
140,10.32768345982375,-9.79992671702552,1
141,9.829792673640004,-3.3039529952344524,2
142,9.485221299202383,-3.7760508955928858,2
143,6.558916532457999,3.6443253546884073,0
144,8.267698562651441,-13.369110904453821,1
145,5.2261096667992755,3.2242408798586295,0
146,9.392633319842359,-4.699599593241282,2
147,9.41499091760097,-6.966992456992577,1
148,10.664330040792438,-3.840327266591484,2
149,9.101296840674346,-7.944092316119581,1
150,9.950198543717432,-3.774133558644345,2
151,6.298121826697508,1.969307334609953,0
152,4.539374127166502,-9.856235316660047,1
153,5.776381870448164,5.278472229627248,0
154,9.765545936195814,-3.6127419674248187,2
155,7.259814586318302,3.823756281817022,0
156,9.215530113975921,-7.477623640737799,1
157,5.480642269919042,5.973992910967475,0
158,9.824804936572015,-8.224207609733632,1
159,9.85002202210765,-3.507869985339719,2
160,13.576276413155192,-11.582558772896618,1
161,13.096016295769697,-6.49382640548165,1
162,7.920480716065336,-11.426141325149366,1
163,5.24757536974106,3.7131943606254603,0
164,9.54584235631388,-3.7375292948056433,2
165,5.3281962925726,4.170427372908115,0
166,9.87514265643693,-4.657899341361609,2
167,6.517735656715441,-12.48452974465748,1
168,10.780691118219018,-4.173097833095388,2
169,5.946168364264512,5.035433399655606,0
170,7.4149673522983255,2.9518713118495796,0
171,10.147848391408528,-3.707956488220269,2
172,8.71826133668376,-12.03557761194359,1
173,8.27791453773581,-4.642704871715667,1
174,9.572761385685714,-4.199179394417916,2
175,6.918261178480424,-12.488291269662895,1
176,7.2118126089286125,-7.277707634618592,1
177,11.385573005500298,-9.633253345371136,1
178,8.395580114365726,-4.147415041055864,2
179,5.3971406763400065,4.136051023334264,0
180,5.604362027754851,2.657135271160577,0
181,7.171631410927565,-5.744996795113849,1
182,5.3428756214950415,5.284985882455924,0
183,11.654132772715304,-8.318876675842274,1
184,9.878614010444199,-3.4937081515179242,2
185,11.785295446731102,-9.314468162283028,1
186,9.074875707907914,-3.525506350083861,2
187,6.098912428191874,4.3586500455037624,0
188,9.9636129390695,-4.3056174738796305,2
189,4.104022555080908,4.030129922789825,0
190,5.704238709975051,3.436149144949979,0
191,5.330740745305526,4.55087238102716,0
192,5.587448373532267,4.949778609265547,0
193,8.098014103271359,-11.150044068065341,1
194,9.725710959952583,-3.3694042281783902,2
195,9.14366106274184,-2.7796655474492113,2
196,4.620175412726031,2.8975090752238772,0
197,5.401210925423912,3.8164195028330754,0
198,6.44880863996846,-6.658971062287579,1
199,4.318826104839569,3.6487159304685357,0
200,5.743206410618053,4.24255887865634,0
201,6.426368229162646,3.3282764872027952,0
202,12.122211631987472,-10.599154194718915,1
203,6.356128298085056,3.177124574413697,0
204,9.36912332503991,-8.740302338941568,1
205,10.739308893948532,-3.6476699277414006,2
206,9.066981520372606,-3.0791788142444547,2
207,7.865199810760504,-12.681222662229125,1
208,7.631041732235221,-11.908647479870275,1
